Age [ka],d18O GRIP,T GRIP,d18O GoM,Pa/Th
53.5,-37.66,-37.02126983333334,,
53.6,-37.54,-36.718219833333315,,
53.7,-37.46333333333333,-36.53504874999994,,
53.8,-36.90333333333333,-35.16755441666664,,
53.9,-38.4,-39.245753999999955,,
54.0,-37.24333333333333,-36.009949083333304,,
54.1,-37.11,-35.794388500000025,,
54.2,-41.73,-50.865733250000005,,
54.3,-40.975,-47.82231512500002,,
54.4,-41.19499999999999,-48.73639312499998,,
54.5,-40.94,-47.6788929999999,,
54.6,-40.41,-45.69914049999997,,
54.7,-41.1,-48.30492499999997,,
54.8,-38.915,-40.935248125,,
54.9,-38.254999999999995,-38.96659462500001,,
55.0,-41.235,-48.86113862499997,,
55.1,-40.48,-45.93395199999998,,
55.2,-40.75,-46.94828124999998,,
55.3,-39.595,-42.94019062499997,,
55.4,-37.525,-36.67180762499996,,
55.5,-38.144999999999996,-38.34435212499997,,
55.6,-37.333333333333336,-36.21371950000003,,
55.7,-39.67,-43.410194499999974,,
55.8,-40.37,-45.528753249999966,,
55.9,-41.115,-48.368745624999974,,
56.0,-39.68,-43.09331199999997,,
56.1,-40.25,-45.09203125000005,,
56.2,-41.19,-48.73539625000001,,
56.3,-39.86,-43.710973000000024,,
56.4,-39.39,-42.19143849999996,,
56.5,-38.86,-40.462320999999974,,
56.6,-38.32,-38.83594899999997,,
56.7,-38.394999999999996,-39.046289624999986,,
56.8,-39.019999999999996,-40.94546025,,
56.9,-38.515,-39.40254662499996,,
57.0,-38.16,-38.37492799999998,,
57.1,-38.31,-38.817188499999986,,
57.2,-38.605000000000004,-39.670798125000005,,
57.3,-38.21,-38.51629725000001,,
57.4,-38.675,-39.87400112499998,,
57.5,-38.025,-38.020473624999966,,
57.6,-37.66,-37.02102599999995,,
57.7,-37.333333333333336,-36.234329833333284,,
57.8,-37.465,-36.517895624999994,,
57.9,-37.47666666666667,-36.63303308333331,,
58.0,-39.315,-41.87951562499997,,
58.1,-37.7,-37.22773799999999,,
58.2,-38.685,-40.27333412499995,,
58.3,-40.305,-45.29208962499999,,
58.4,-40.5,-46.00812500000001,,
58.5,-38.65,-39.80814824999999,,
58.6,-37.45,-36.57552325,,
58.7,-38.17333333333333,-38.566711166666636,,
58.8,-37.385,-36.321303624999985,,
58.9,-36.535,-34.33473112499995,,
59.0,-37.79666666666667,-37.83526524999997,,
59.1,-39.86,-43.710973000000024,,
59.2,-39.754999999999995,-43.54358462499998,,
59.3,-36.85666666666666,-35.227409083333306,,
59.4,-40.275,-45.233613624999975,,
59.5,-40.25,-45.09203125000005,,
59.6,-40.98,-47.834476999999936,,
59.7,-41.175,-48.70295312500002,,
59.8,-41.05,-48.10823124999996,,
59.9,-40.82,-47.21583700000002,,
